Марка,Модель,Год выпуска,Двигатель,Мощность,КПП,Привод,Цвет,Пробег,Руль,Поколение,Комплектация,Цена
Лада,2112,2004,"бензин, 1.5 л","91 л.с., налог",механика,передний,серебристый,185 000,левый,1 поколение,1.5 MT Базовая 5-дв. 2112,128000
Лада,2106,1999,"бензин, 1.5 л","72 л.с., налог",механика,задний,зеленый,160 000,левый,1 поколение,1.5 MT 21065-01,45000
Лада,2114 Самара,2012,"бензин, 1.6 л","81 л.с., налог",механика,передний,синий,197 000,левый,1 поколение,0,197000
Лада,2109,2003,"бензин, 1.5 л","78 л.с., налог",механика,передний,серый,146 117,левый,"1 поколение, рестайлинг",0,110000
Лада,4x4 2121 Нива,2020,"бензин, 1.7 л","83 л.с., налог",механика,4WD,черный,29 534,левый,"1 поколение, рестайлинг",1.7 MT Classic,729000
Лада,2114 Самара,2007,"бензин, 1.6 л","81 л.с., налог",механика,передний,черный,200 000,левый,1 поколение,1.6 MT 21144-22-010,150000
Лада,Ларгус,2016,"бензин, 1.6 л","87 л.с., налог",механика,передний,красный,126 000,левый,1 поколение,0,499000
Лада,2110,2002,"бензин, 1.5 л","78 л.с., налог",механика,передний,зеленый,35 000,0,1 поколение,1.5i MT 21102,86000
Лада,Приора,2014,"бензин, 1.6 л","106 л.с., налог",механика,передний,бордовый,175 000,левый,"1 поколение, рестайлинг",1.6 MT Норма 21725-31-055,450000
Лада,2110,2004,"бензин, 1.5 л","78 л.с., налог",механика,передний,зеленый,150 000,0,1 поколение,1.5i MT 21102,135000
Лада,2106,2001,"бензин, 1.5 л","72 л.с., налог",механика,задний,бордовый,42 000,левый,1 поколение,1.5 MT 21065-01,96000
Лада,Приора,2013,"бензин, 1.6 л, ГБО","98 л.с., налог",механика,передний,белый,117 000,левый,"1 поколение, рестайлинг",1.6 MT Люкс 21723-33-046,345000
Лада,Гранта,2014,"бензин, 1.6 л","87 л.с., налог",механика,передний,черный,118 500,левый,1 поколение,0,350000
Лада,2107,2005,"бензин, 1.6 л","74 л.с., налог",механика,задний,белый,61 396,0,1 поколение,0,35000
Лада,2114 Самара,2008,"бензин, 1.6 л","81 л.с., налог",механика,передний,серебристый,150 000,левый,1 поколение,1.6 MT 21144-20-010,165000
Лада,4x4 2121 Нива,2011,"бензин, 1.7 л","80 л.с., налог",механика,4WD,зеленый,9 100,левый,1 поколение,1.7 MT Стандарт + ABS+BAS,470000
Лада,2105,1997,"бензин, 1.5 л","71 л.с., налог",механика,задний,зеленый,68 282,0,1 поколение,0,27000
Лада,2107,2007,"бензин, 1.6 л","74 л.с., налог",механика,задний,зеленый,32 000,0,1 поколение,1.6 MT 21074-30-012,85000
Лада,2107,1995,"бензин, 1.5 л","71 л.с., налог",механика,задний,красный,200 000,0,1 поколение,1.5 MT5 2107 ,65000
Лада,2105,2008,"бензин, 1.6 л","72 л.с., налог",механика,задний,зеленый,100 000,0,1 поколение,1.6 MT 21054-30,125000
Лада,2109,1999,"бензин, 1.5 л","70 л.с., налог",механика,передний,зеленый,200 000,левый,"1 поколение, рестайлинг",0,32000
Лада,Приора,2011,"бензин, 1.6 л","98 л.с., налог",механика,передний,черный,156 000,левый,1 поколение,1.6 MT Люкс 21723-03-039,285000
Лада,Приора,2012,"бензин, 1.6 л","98 л.с., налог",механика,передний,белый,150 000,левый,1 поколение,0,210000
Лада,4x4 2121 Нива,2011,"бензин, 1.7 л","80 л.с., налог",механика,4WD,синий,40 000,левый,1 поколение,0,370000
Лада,Калина Кросс,2016,"бензин, 1.6 л","106 л.с., налог",механика,передний,коричневый,112 000,0,1 поколение,1.6 MT Люкс,520000
Лада,Приора,2014,"бензин, 1.6 л","98 л.с., налог",механика,передний,черный,190 000,левый,"1 поколение, рестайлинг",1.6 MT Люкс 21703-33-046,550000
Лада,2114 Самара,2004,"бензин, 1.5 л","77 л.с., налог",механика,передний,серебристый,350 000,левый,1 поколение,1.5 MT Базовая,70000
Лада,21099,2000,"бензин, 1.5 л","70 л.с., налог",механика,передний,белый,200 000,левый,1 поколение,1.5 MT 21099-02 Люкс,49000
Лада,2115 Самара,2006,бензин,0,0,0,серебристый,200,левый,1 поколение,0,60000
Лада,2108,1999,"бензин, 1.5 л","68 л.с., налог",механика,передний,синий,99 000,левый,"1 поколение, рестайлинг",0,65000
Лада,Гранта,2018,"бензин, 1.6 л","98 л.с., налог",АКПП,передний,серый,64 000,левый,"1 поколение, рестайлинг",1.6 AT Luxe,715000
Лада,2107,2010,"бензин, 1.6 л","74 л.с., налог",механика,задний,зеленый,30 000,0,1 поколение,1.6 MT 21074-40-015,190000
Лада,2110,2006,"бензин, 1.6 л","80 л.с., налог",механика,передний,синий,18 000,0,1 поколение,1.6i MT 21101,65000
Лада,4x4 2121 Нива,1987,"бензин, 1.6 л","73 л.с., налог",механика,4WD,красный,250 000,левый,1 поколение,0,67000
Лада,4x4 2121 Нива,1994,"бензин, 1.6 л","80 л.с., налог",механика,4WD,бордовый,100 000,левый,1 поколение,0,90000
Лада,2105,2002,"бензин, 1.5 л","71 л.с., налог",механика,задний,зеленый,100 000,0,1 поколение,0,45000
Лада,Гранта,2012,"бензин, 1.6 л","87 л.с., налог",механика,передний,серый,150 000,левый,1 поколение,1.6 MT Норма 711,315000
Лада,21099,1994,"бензин, 1.5 л","70 л.с., налог",механика,передний,бежевый,1 983,левый,1 поколение,0,37000
Лада,Калина,2011,"бензин, 1.6 л","84 л.с., налог",механика,передний,серебристый,113 000,0,1 поколение,0,295000
Лада,Гранта,2013,"бензин, 1.6 л","87 л.с., налог",механика,передний,бежевый,140 727,левый,1 поколение,1.6 MT Норма 011,310000
Лада,Веста,2020,"бензин, 1.6 л","106 л.с., налог",механика,передний,серебристый,22 800,левый,1 поколение,1.6 MT Comfort + пакет Winter,820000
Лада,4x4 2121 Нива,1989,"бензин, 1.6 л","80 л.с., налог",механика,4WD,зеленый,10 000,левый,1 поколение,0,200000
Лада,Калина,2011,"бензин, 1.6 л","82 л.с., налог",механика,передний,серебристый,240 000,0,1 поколение,0,205000
Лада,Гранта,2021,"бензин, 1.6 л","90 л.с., налог",механика,передний,коричневый,3 800,левый,"1 поколение, рестайлинг",1.6 MT Classic,665000
Лада,Калина,2008,"бензин, 1.4 л","88 л.с., налог",механика,передний,0,80 000,0,1 поколение,0,230000
Лада,4x4 2121 Нива,2015,"бензин, 1.7 л","83 л.с., налог",механика,4WD,белый,99 000,левый,1 поколение,0,433000
Лада,Гранта,2013,"бензин, 1.6 л","82 л.с., налог",механика,передний,белый,51,левый,1 поколение,1.6 MT Стандарт,350000
Лада,Приора,2011,"бензин, 1.6 л","87 л.с., налог",механика,передний,белый,200 000,левый,1 поколение,1.6 MT Стандарт 21722-00-040,350000
Лада,Гранта,2012,"бензин, 1.6 л","82 л.с., налог",механика,передний,синий,155 000,левый,1 поколение,1.6 MT Стандарт,249000
Лада,2115 Самара,2010,"бензин, 1.6 л","81 л.с., налог",механика,передний,белый,200 000,левый,1 поколение,0,200000
Лада,Веста,2017,"бензин, 1.8 л","122 л.с., налог",робот,передний,черный,58 800,левый,1 поколение,1.8 AMT Luxe + пакет Multimedia,800000
Лада,Приора,2010,"бензин, 1.6 л","98 л.с., налог",механика,передний,бордовый,150 000,левый,1 поколение,1.6 MT Норма 21723-01-011,250000
Лада,2107,2011,"бензин, 1.6 л","74 л.с., налог",механика,задний,серебристый,150 000,0,1 поколение,0,145000
Лада,2115 Самара,2011,"бензин, 1.6 л","81 л.с., налог",механика,передний,серебристый,150 000,левый,1 поколение,1.6 MT 21154-30-010,200000
Лада,2109,2004,"бензин, 1.5 л","72 л.с., налог",механика,передний,зеленый,143 263,левый,"1 поколение, рестайлинг",0,79000
Лада,Калина Кросс,2015,"бензин, 1.6 л","106 л.с., налог",механика,передний,белый,105 000,0,1 поколение,1.6 MT Норма,290000
Лада,2114 Самара,2013,"бензин, 1.6 л","81 л.с., налог",механика,передний,белый,285 000,левый,1 поколение,0,165000
Лада,4x4 2121 Нива,2014,"бензин, 1.7 л","83 л.с., налог",механика,4WD,бордовый,39 000,левый,1 поколение,1.7 MT Стандарт,490000
Лада,2106,1998,"бензин, 1.6 л","75 л.с., налог",механика,задний,зеленый,63 000,левый,1 поколение,1.6 MT5 2106,65000
Лада,2110,2005,"бензин, 1.6 л","89 л.с., налог",механика,передний,серый,297 000,0,1 поколение,1.6i MT 21104,149000
Лада,Х-рей,2017,"бензин, 1.8 л","122 л.с., налог",робот,передний,бежевый,136 000,левый,1 поколение,1.8 AМТ Optima + пакет Air Conditioner,750000
Лада,2115 Самара,2009,"бензин, 1.6 л","81 л.с., налог",механика,передний,коричневый,170 000,левый,1 поколение,0,154000
Лада,2107,2005,"бензин, 1.6 л","74 л.с., налог",механика,задний,белый,45,0,1 поколение,0,73000
Лада,4x4 2121 Нива,1984,"бензин, 1.6 л","73 л.с., налог",механика,4WD,бежевый,777,левый,1 поколение,0,145000
Лада,4x4 Урбан,2015,"бензин, 1.7 л","83 л.с., налог",механика,4WD,белый,117 000,левый,1 поколение,0,420000
Лада,2106,2001,"бензин, 1.5 л","72 л.с., налог",механика,задний,зеленый,75 000,левый,1 поколение,1.5 MT 21065-01,70000
Лада,Гранта,2013,"бензин, 1.6 л","87 л.с., налог",механика,передний,серебристый,167 868,левый,1 поколение,1.6 MT Норма 010,280000
Лада,2106,2004,"бензин, 1.6 л","75 л.с., налог",механика,задний,синий,70 000,левый,1 поколение,1.6 MT 21065,140000
Лада,2109,2000,"бензин, 1.5 л","68 л.с., налог",механика,передний,фиолетовый,60 000,левый,"1 поколение, рестайлинг",0,45000
Лада,2112,2007,"бензин, 1.6 л","89 л.с., налог",механика,передний,серебристый,182 348,левый,1 поколение,1.6 MT Базовая 5-дв. 21124,70000
Лада,Веста,2017,"бензин, 1.8 л","122 л.с., налог",механика,передний,бежевый,60 800,левый,1 поколение,1.8 MT Luxe + пакет Multimedia,819000
Лада,4x4 2121 Нива,2021,"бензин, 1.7 л","83 л.с., налог",механика,4WD,черный,24 000,левый,"1 поколение, рестайлинг",1.7 MT Luxe+Кондиционер,950000
Лада,4x4 2121 Нива,1995,"бензин, 1.7 л","79 л.с., налог",механика,4WD,белый,9 999,левый,1 поколение,1.7 MT,130000
Лада,2112,2003,"бензин, 1.5 л","91 л.с., налог",механика,передний,черный,170 500,левый,1 поколение,1.5 MT Базовая 5-дв. 2112,160000
Лада,2114 Самара,2013,"бензин, 1.6 л","89 л.с., налог",механика,передний,белый,141 500,левый,1 поколение,1.6 MT 211440-24,270000
Лада,2109,1999,"бензин, 1.5 л","70 л.с., налог",механика,передний,коричневый,288 000,левый,"1 поколение, рестайлинг",1.5 MT Стандарт,49000
Лада,2105,1994,"бензин, 1.5 л","71 л.с., налог",механика,задний,бежевый,50 000,0,1 поколение,0,57000
Лада,2107,2006,"бензин, 1.5 л","71 л.с., налог",механика,задний,зеленый,100 000,0,1 поколение,0,55000
Лада,2107,2006,"бензин, 1.6 л","74 л.с., налог",механика,задний,синий,100 000,0,1 поколение,0,60000
Лада,2105,2011,"бензин, 1.6 л","72 л.с., налог",механика,задний,черный,52 000,0,1 поколение,1.6 MT 21054-30,175000
Лада,2107,2011,"бензин, 1.6 л","72 л.с., налог",механика,задний,белый,85 000,0,1 поколение,0,80000
Лада,2104,2002,"бензин, 1.5 л","72 л.с., налог",механика,задний,синий,87 000,левый,0,0,129000
Лада,Калина,2007,"бензин, 1.6 л","80 л.с., налог",механика,передний,синий,98 090,0,1 поколение,1.6 MT Норма 11193-30-040,165000
Лада,4x4 2121 Нива,1995,"бензин, 1.7 л","80 л.с., налог",механика,4WD,белый,252 000,левый,1 поколение,1.7 MT,160000
Лада,4x4 2121 Нива,2020,"бензин, 1.7 л","83 л.с., налог",механика,4WD,коричневый,17 000,левый,"1 поколение, рестайлинг",1.7 MT Luxe,910000
Лада,2108,1994,"бензин, 1.5 л","72 л.с., налог",механика,передний,черный,100 000,левый,"1 поколение, рестайлинг",0,70000
Лада,Х-рей,2019,"бензин, 1.6 л","106 л.с., налог",механика,передний,коричневый,11 000,левый,1 поколение,1.6 МТ Classic,890000
Лада,2107,2010,0,0,0,0,серый,47 483,0,1 поколение,0,150000
Лада,Веста,2021,"бензин, 1.6 л","106 л.с., налог",механика,передний,белый,28 000,левый,1 поколение,1.6 MT Classic + пакет Start,955000
Лада,2115 Самара,2007,"бензин, 1.6 л","81 л.с., налог",механика,передний,зеленый,280 000,левый,1 поколение,0,100000
Лада,2106,2003,"бензин, 1.6 л","75 л.с., налог",механика,задний,коричневый,31 428,левый,1 поколение,0,130000
Лада,2115 Самара,2011,"бензин, 1.6 л","81 л.с., налог",механика,передний,серый,90 060,левый,1 поколение,1.6 MT 21154-32-010,319000
Лада,4x4 2121 Нива,2019,"бензин, 1.7 л","83 л.с., налог",механика,4WD,белый,23 000,левый,"1 поколение, рестайлинг",1.7 MT Luxe+Кондиционер,660000
Лада,2109,2003,"бензин, 1.5 л","78 л.с., налог",механика,передний,синий,145 000,левый,"1 поколение, рестайлинг",1.5i MT Люкс,69000
Лада,Гранта,2012,"бензин, 1.6 л","98 л.с., налог",АКПП,передний,черный,118 000,левый,1 поколение,1.6 AT Люкс,399000
Лада,Приора,2014,"бензин, 1.6 л","106 л.с., налог",механика,передний,голубой,120 000,левый,"1 поколение, рестайлинг",1.6 MT Люкс 21725-33-051,435000
Лада,4x4 2121 Нива,2010,"бензин, 1.7 л","80 л.с., налог",механика,4WD,бордовый,130 000,левый,1 поколение,1.7 MT,365000
Лада,2107,2007,"бензин, 1.6 л","74 л.с., налог",механика,задний,белый,93 000,0,1 поколение,0,90000
Лада,2107,2000,"бензин, 1.5 л","71 л.с., налог",механика,задний,белый,125 000,0,1 поколение,1.5 MT5 2107 ,70000
Лада,21099,2000,"бензин, 1.5 л","70 л.с., налог",механика,передний,бордовый,352 000,левый,1 поколение,1.5 MT 21099-00 Стандарт,50000
Лада,2114 Самара,2011,"бензин, 1.6 л","81 л.с., налог",механика,передний,белый,240 000,левый,1 поколение,1.6 MT 21144-32-010,230000
Лада,4x4 2121 Нива,2020,"бензин, 1.7 л","83 л.с., налог",механика,4WD,белый,14 010,левый,"1 поколение, рестайлинг",1.7 MT Luxe+Кондиционер,945000
Лада,Ларгус,2020,"бензин, 1.6 л","106 л.с., налог",механика,передний,серый,49 000,левый,1 поколение,1.6 MT Kub,1050000
Лада,4x4 2121 Нива,1997,"бензин, 1.7 л","79 л.с., налог",механика,4WD,бордовый,100 000,левый,1 поколение,1.7 MT,150000
Лада,2109,2002,"бензин, 1.5 л","78 л.с., налог",механика,передний,зеленый,150 000,левый,"1 поколение, рестайлинг",1.5i MT Норма,30000
Лада,4x4 2131 Нива,2016,"бензин, 1.7 л","83 л.с., налог",механика,4WD,серый,128 000,левый,1 поколение,1.7 MT Стандарт,500000
Лада,Приора,2010,"бензин, 1.6 л","98 л.с., налог",механика,передний,серый,170 000,левый,1 поколение,1.6 MT Люкс 21713-01-018,145000
Лада,4x4 2121 Нива,2011,"бензин, 1.7 л","80 л.с., налог",механика,4WD,зеленый,126 000,левый,1 поколение,0,290000
Лада,2104,1995,"бензин, 1.3 л","64 л.с., налог",механика,задний,красный,50 000,левый,1 поколение,1.3 MT 2104,25000
Лада,2114 Самара,2014,"бензин, 1.6 л","81 л.с., налог",механика,передний,черный,250 000,левый,1 поколение,1.6 MT 21144-40-021,170000
Лада,2114 Самара,2005,"бензин, 1.5 л","77 л.с., налог",механика,передний,черный,167 852,левый,1 поколение,1.5 MT Базовая,100000
Лада,4x4 2131 Нива,2007,"бензин, 1.7 л","80 л.с., налог",механика,4WD,синий,117 000,левый,1 поколение,0,220000
Лада,21099,2002,"бензин, 1.5 л","78 л.с., налог",механика,передний,серебристый,200 000,левый,1 поколение,1.5i MT 21099-20 Стандарт,25000
Лада,Приора,2010,"бензин, 1.6 л","98 л.с., налог",механика,передний,черный,140 000,левый,1 поколение,0,275000
Лада,4x4 2121 Нива,1993,"бензин, 1.6 л","73 л.с., налог",механика,4WD,бордовый,1 000,левый,1 поколение,0,140000
Лада,Веста,2017,"бензин, 1.6 л","106 л.с., налог",механика,передний,черный,74 500,левый,1 поколение,0,789000
Лада,Веста Кросс,2020,"бензин, 1.6 л","113 л.с., налог",вариатор,передний,оранжевый,33 000,левый,1 поколение,0,1239000
Лада,Веста Кросс,2020,"бензин, 1.6 л","113 л.с., налог",вариатор,передний,серый,33 000,левый,1 поколение,0,1279000
Лада,2107,2007,"бензин, 1.6 л","74 л.с., налог",механика,задний,0,300 000,0,1 поколение,0,45000
Лада,Гранта,2017,"бензин, 1.6 л","87 л.с., налог",механика,передний,белый,91 000,левый,1 поколение,1.6 MT Стандарт,435000
Лада,2107,2010,"бензин, 1.6 л","72 л.с., налог",механика,задний,белый,92 501,0,1 поколение,1.6 MT 21074-30-013,87000
Лада,2104,1998,"бензин, 1.5 л","71 л.с., налог",механика,задний,белый,300 000,левый,1 поколение,0,45000
Лада,Ларгус,2018,"бензин, 1.6 л","87 л.с., налог",механика,передний,белый,89 290,левый,1 поколение,1.6 MT Kub,760000
Лада,Ларгус,2018,"бензин, 1.6 л","87 л.с., налог",механика,передний,белый,145 273,левый,1 поколение,1.6 MT Kub,690000
Лада,2109,2004,"бензин, 1.5 л","78 л.с., налог",механика,передний,серебристый,190 000,левый,"1 поколение, рестайлинг",0,110000
Лада,Ларгус,2018,"бензин, 1.6 л","87 л.с., налог",механика,передний,белый,97 332,левый,1 поколение,1.6 MT Kub,740000
Лада,Ларгус,2018,"бензин, 1.6 л","87 л.с., налог",механика,передний,белый,74 530,левый,1 поколение,1.6 MT Kub,840000
Лада,2114 Самара,2004,"бензин, 1.5 л","77 л.с., налог",механика,передний,серебристый,283 489,левый,1 поколение,1.5 MT Базовая,107500
Лада,Приора,2007,"бензин, 1.6 л","98 л.с., налог",механика,передний,серебристый,150 000,левый,1 поколение,1.6 MT Норма 21703-01-015,185000
Лада,4x4 2121 Нива,1997,"бензин, 1.7 л","79 л.с., налог",механика,4WD,бежевый,80 374,левый,1 поколение,0,200000
Лада,Гранта,2019,"бензин, 1.6 л","87 л.с., налог",механика,передний,черный,108 100,левый,"1 поколение, рестайлинг",1.6 MT Classic,425200
Лада,2103,1976,"бензин, 1.6 л","72 л.с., налог",механика,задний,красный,270 000,правый,0,0,55000
Лада,2112,2004,"бензин, 1.5 л","91 л.с., налог",механика,передний,серебристый,168 000,левый,1 поколение,1.5 MT Базовая 5-дв. 2112,110000
Лада,Гранта,2013,"бензин, 1.6 л","82 л.с., налог",механика,передний,серебристый,82 000,левый,1 поколение,1.6 MT Стандарт,360000
Лада,4x4 2121 Нива,2000,"бензин, 1.7 л","79 л.с., налог",механика,4WD,фиолетовый,81 500,левый,1 поколение,0,240000
Лада,2107,1997,"бензин, 1.6 л","75 л.с., налог",механика,задний,красный,26 000,0,1 поколение,1.6 MT 21074,68000
Лада,2114 Самара,2011,"бензин, 1.6 л","81 л.с., налог",механика,передний,серый,71 000,левый,1 поколение,0,310000
Лада,4x4 2121 Нива,2019,"бензин, 1.7 л","83 л.с., налог",механика,4WD,черный,65 000,левый,1 поколение,1.7 MT Black Edition,620000
Лада,Приора,2008,"бензин, 1.6 л","98 л.с., налог",механика,передний,черный,170 000,левый,1 поколение,1.6 MT Люкс 21703-02-018,220000
Лада,2114 Самара,2006,"бензин, 1.5 л","77 л.с., налог",механика,передний,черный,230 000,левый,1 поколение,1.5 MT Базовая,100000
Лада,2110,2003,"бензин, 1.5 л","78 л.с., налог",механика,передний,серебристый,160 000,0,1 поколение,1.5i MT 21102,100000
Лада,Гранта,2016,"бензин, 1.6 л","87 л.с., налог",механика,передний,коричневый,79 000,левый,1 поколение,1.6 MT Норма Классик+,405000
Лада,2114 Самара,2010,"бензин, 1.6 л","81 л.с., налог",механика,передний,зеленый,200 000,левый,1 поколение,0,190000
Лада,21099,1995,"бензин, 1.5 л","70 л.с., налог",механика,передний,красный,230 000,левый,1 поколение,0,90000
Лада,2106,1991,"бензин, 1.3 л","64 л.с., налог",механика,задний,бежевый,81 000,левый,1 поколение,1.3 MT 21063,50000
Лада,2109,1999,"бензин, 1.5 л","75 л.с., налог",механика,передний,черный,100 000,левый,"1 поколение, рестайлинг",1.5 MT Люкс,110000
Лада,2105,2005,"бензин, 1.5 л","71 л.с., налог",механика,задний,белый,76 000,0,1 поколение,0,80000
Лада,Веста,2017,"бензин, 1.8 л","122 л.с., налог",робот,передний,черный,71 000,левый,1 поколение,1.8 AMT Comfort + пакет Image,710000
Лада,Ларгус,2013,"бензин, 1.6 л","105 л.с., налог",механика,передний,серебристый,156 000,левый,1 поколение,1.6 MT Luxe 5 мест,560000
Лада,2106,1993,"бензин, 1.3 л","64 л.с., налог",механика,задний,серый,398 566,левый,1 поколение,1.3 MT 21063,60000
Лада,2107,2001,"бензин, 1.5 л","71 л.с., налог",механика,задний,синий,19 273,0,1 поколение,0,97000
Лада,2112,2005,"бензин, 1.6 л","89 л.с., налог",механика,передний,черный,296 369,левый,1 поколение,1.6 MT Базовая 5-дв. 21124,90000
Лада,Калина,2011,"бензин, 1.4 л","89 л.с., налог",механика,передний,зеленый,95 000,0,1 поколение,1.4 MT Люкс 11174-43-036,300000
Лада,2110,2005,"бензин, 1.6 л","89 л.с., налог",механика,передний,серебристый,30 000,0,1 поколение,1.6i MT 21104,75000
Лада,Ларгус,2019,"бензин, 1.6 л","106 л.с., налог",механика,передний,белый,68 028,левый,1 поколение,1.6 MT Club 5 мест,720000
Лада,2114 Самара,2013,"бензин, 1.6 л","81 л.с., налог",механика,передний,серебристый,190 000,левый,1 поколение,0,200000
Лада,4x4 2121 Нива,2000,"бензин, 1.7 л","79 л.с., налог",механика,4WD,зеленый,129 000,левый,1 поколение,0,145000
Лада,Калина,2009,"бензин, 1.4 л","88 л.с., налог",механика,передний,белый,140 763,0,1 поколение,1.4 MT Люкс 11174-33-036,210000
Лада,2105,1992,"бензин, 1.5 л","71 л.с., налог",механика,задний,черный,70 000,0,1 поколение,0,38500
Лада,2107,2003,"бензин, 1.6 л","72 л.с., налог",механика,задний,синий,18 642,0,1 поколение,0,35000
Лада,2114 Самара,2007,"бензин, 1.6 л","81 л.с., налог",механика,передний,бежевый,175 400,левый,1 поколение,1.6 MT 21144-20-010,165000
Лада,2107,2004,"бензин, 1.6 л","74 л.с., налог",механика,задний,зеленый,80 000,0,1 поколение,0,115000
Лада,Приора,2013,"бензин, 1.6 л","98 л.с., налог",механика,передний,синий,187 000,левый,1 поколение,0,350000
Лада,4x4 2121 Нива,1995,"бензин, 1.6 л","73 л.с., налог",механика,4WD,красный,83 154,левый,1 поколение,1.6 MT Base,100000
Лада,2106,1996,"бензин, 1.5 л","72 л.с., налог",механика,задний,белый,94 000,левый,1 поколение,0,105000
Лада,2101,1973,"бензин, 1.3 л","64 л.с., налог",механика,задний,синий,100 000,левый,1 поколение,1.3 MT 21011,36000
Лада,2109,2001,"бензин, 1.5 л","68 л.с., налог",механика,передний,серебристый,945,левый,"1 поколение, рестайлинг",1.5 MT Стандарт,90000
Лада,2106,1997,"бензин, 1.6 л","75 л.с., налог",механика,задний,белый,1 000,левый,1 поколение,0,90000
Лада,4x4 2121 Нива,2010,"бензин, 1.6 л","80 л.с., налог",механика,4WD,0,85 000,левый,1 поколение,1.6 MT Base,350000
Лада,Ларгус,2013,"бензин, 1.6 л","84 л.с., налог",механика,передний,серебристый,215 000,левый,1 поколение,0,440000
Лада,2107,2011,"бензин, 1.6 л","72 л.с., налог",механика,задний,серебристый,5 300,0,1 поколение,0,270000
Лада,2114 Самара,2004,"бензин, 1.5 л","77 л.с., налог",механика,передний,серебристый,250,левый,1 поколение,1.5 MT Базовая,69000
Лада,2112,2003,"бензин, 1.5 л","91 л.с., налог",механика,передний,зеленый,185 600,левый,1 поколение,1.5 MT Базовая 5-дв. 2112,140000
Лада,Приора,2011,"бензин, 1.6 л","98 л.с., налог",механика,передний,зеленый,42 000,левый,1 поколение,0,369000
Лада,2107,2008,"бензин, 1.6 л","72 л.с., налог",механика,задний,зеленый,133 000,0,1 поколение,1.6 MT 21074-30-012 Стандарт,205000
Лада,Гранта,2020,"бензин, 1.6 л","87 л.с., налог",механика,передний,коричневый,31 340,левый,"1 поколение, рестайлинг",1.6 MT Standart,735000
Лада,2114 Самара,2004,"бензин, 1.5 л","77 л.с., налог",механика,передний,серебристый,200 000,левый,1 поколение,1.5 MT Базовая,110000
Лада,2106,2002,"бензин, 1.6 л","75 л.с., налог",механика,задний,фиолетовый,37 485,левый,1 поколение,0,90000
Лада,Приора,2013,"бензин, 1.6 л","98 л.с., налог",механика,передний,белый,200 000,левый,1 поколение,0,250000
Лада,2110,2005,"бензин, 1.6 л","81 л.с., налог",механика,передний,голубой,100 000,0,1 поколение,1.6i MT 21101,120000
Лада,2106,1997,"бензин, 1.5 л","72 л.с., налог",механика,задний,белый,40 000,левый,1 поколение,0,65000
Лада,2107,2000,"бензин, 1.6 л","75 л.с., налог",механика,задний,белый,90 000,0,1 поколение,1.6 MT 21074,60000
Лада,2105,1989,"бензин, 1.2 л","59 л.с., налог",механика,задний,бежевый,200 000,0,1 поколение,1.2 MT 21051,70000
Лада,2109,2001,"бензин, 1.5 л","68 л.с., налог",механика,передний,серый,142 000,левый,"1 поколение, рестайлинг",1.5 MT Норма,75000
Лада,Калина,2010,"бензин, 1.6 л","80 л.с., налог",механика,передний,серебристый,170 000,0,1 поколение,0,260000
Лада,2109,2001,"бензин, 1.5 л","68 л.с., налог",механика,передний,серебристый,945,левый,"1 поколение, рестайлинг",1.5 MT Стандарт,90000
Лада,2109,2003,"бензин, 1.5 л","78 л.с., налог",механика,передний,серебристый,190 000,левый,"1 поколение, рестайлинг",1.5i MT,80000
Лада,2101,1981,"бензин, 1.3 л","64 л.с., налог",механика,задний,бежевый,90 000,левый,1 поколение,1.3 MT 21011,59000
Лада,Веста,2019,"бензин, 1.6 л","113 л.с., налог",вариатор,передний,синий,40 000,левый,1 поколение,1.6 CVT Luxe + пакет Multimedia,900000
Лада,2113 Самара,2010,"бензин, 1.6 л","80 л.с., налог",механика,передний,черный,240 000,левый,1 поколение,1.6 MT Стандарт 21134-40-010,120000
Лада,2105,2010,"бензин, 1.5 л","71 л.с., налог",механика,задний,зеленый,52 000,0,1 поколение,1.5 MT5 21053-20,149000
Лада,2106,2003,"бензин, 1.6 л","75 л.с., налог",механика,задний,синий,23 000,левый,1 поколение,1.6 MT5 2106,75000
Лада,4x4 2121 Нива,1996,"бензин, 1.7 л","79 л.с., налог",механика,4WD,белый,250 000,левый,1 поколение,0,160000
Лада,2114 Самара,2006,"бензин, 1.5 л","77 л.с., налог",механика,передний,зеленый,230 000,левый,1 поколение,1.5 MT Базовая,250000
Лада,Гранта,2013,"бензин, 1.6 л","82 л.с., налог",механика,передний,серебристый,153 000,левый,1 поколение,1.6 MT Стандарт,230000
Лада,2109,2003,"бензин, 1.5 л","78 л.с., налог",механика,передний,серый,160 300,левый,"1 поколение, рестайлинг",1.5i MT Стандарт,95000
Лада,2104,2010,"бензин, 1.6 л","74 л.с., налог",механика,задний,синий,66 500,левый,1 поколение,1.6 MT 21041,177000
Лада,Веста Спорт,2021,"бензин, 1.8 л","145 л.с., налог",механика,передний,синий,10 000,0,1 поколение,0,1349000
Лада,2115 Самара,2001,"бензин, 1.5 л","76 л.с., налог",механика,передний,серый,136 000,левый,1 поколение,1.5i MT Базовая,57000
Лада,2112,2002,"бензин, 1.5 л","91 л.с., налог",механика,передний,серебристый,300 000,левый,1 поколение,1.5 MT Базовая 5-дв. 2112,40000
Лада,2114 Самара,2004,"бензин, 1.5 л","77 л.с., налог",механика,передний,серебристый,218 000,левый,1 поколение,1.5 MT Базовая,100000
