Марка,Модель,Год выпуска,Двигатель,Мощность,КПП,Привод,Цвет,Пробег,Руль,Поколение,Комплектация,Цена
Лада,2104,2001,"бензин, 1.5 л","71 л.с., налог",механика,задний,белый,23 000,левый,1 поколение,1.5 MT4 21043,40000
Лада,2115 Самара,2006,"бензин, 1.5 л","76 л.с., налог",механика,передний,серебристый,140 000,левый,1 поколение,1.5i MT Базовая,95000
Лада,Гранта,2019,"бензин, 1.6 л","87 л.с., налог",механика,передний,белый,34 887,левый,"1 поколение, рестайлинг",0,647000
Лада,Приора,2007,"бензин, 1.6 л","98 л.с., налог",механика,передний,зеленый,300 000,левый,1 поколение,1.6 MT Люкс 21703-03-033,115500
Лада,2107,2006,"бензин, 1.6 л","74 л.с., налог",механика,задний,белый,75 000,0,1 поколение,1.6 MT 21074-30-011,140200
Лада,Гранта,2020,"бензин, 1.6 л","87 л.с., налог",механика,передний,белый,20 000,левый,"1 поколение, рестайлинг",1.6 MT Standart,599000
Лада,4x4 2121 Нива,2012,"бензин, 1.7 л","83 л.с., налог",механика,4WD,бордовый,64 000,левый,1 поколение,0,370000
Лада,2109,1991,"бензин, 1.3 л","64 л.с., налог",механика,передний,бежевый,70 000,левый,1 поколение,1.3 MT,68000
Лада,2105,1998,"бензин, 1.5 л","71 л.с., налог",механика,задний,красный,119 000,0,1 поколение,0,100000
Лада,4x4 2121 Нива,1990,"бензин, 1.6 л","73 л.с., налог",механика,4WD,белый,82 000,левый,1 поколение,1.6 MT Base,100000
Лада,2106,1998,"бензин, 1.5 л","72 л.с., налог",механика,задний,зеленый,7 777,левый,1 поколение,0,45000
Лада,2113 Самара,2008,"бензин, 1.6 л","80 л.с., налог",механика,передний,серый,285 000,левый,1 поколение,0,90000
Лада,Приора,2013,"бензин, 1.6 л","98 л.с., налог",механика,передний,серый,141 000,левый,"1 поколение, рестайлинг",0,343000
Лада,2109,1996,"бензин, 1.5 л","72 л.с., налог",механика,передний,синий,150 000,левый,"1 поколение, рестайлинг",0,94600
Лада,Приора,2012,"бензин, 1.6 л","98 л.с., налог",механика,передний,зеленый,91 247,левый,1 поколение,1.6 MT Норма 21723-01-041,300000
Лада,2101,1983,"бензин, 1.2 л","59 л.с., налог",механика,задний,голубой,265 000,левый,1 поколение,1.2 MT 21013,57000
Лада,Приора,2011,"бензин, 1.6 л","98 л.с., налог",механика,передний,черный,143 000,левый,1 поколение,0,275000
Лада,2114 Самара,2005,"бензин, 1.5 л","77 л.с., налог",механика,передний,голубой,45 444,левый,1 поколение,1.5 MT Базовая,100000
Лада,4x4 2121 Нива,2011,"бензин, 1.7 л","80 л.с., налог",механика,4WD,белый,135 000,левый,1 поколение,1.7 MT Стандарт,365000
Лада,Веста,2020,"бензин, 1.6 л","106 л.с., налог",механика,передний,коричневый,123 000,левый,1 поколение,0,670000
Лада,21099,1996,"бензин, 1.5 л","72 л.с., налог",механика,передний,зеленый,270 000,левый,1 поколение,0,69000
Лада,Гранта,2021,"бензин, 1.6 л","106 л.с., налог",робот,передний,белый,6 300,левый,"1 поколение, рестайлинг",1.6 AMT Comfort,755000
Лада,4x4 2121 Нива,2021,"бензин, 1.7 л","83 л.с., налог",механика,4WD,зеленый,4 900,левый,"1 поколение, рестайлинг",1.7 MT Luxe+Кондиционер,975000
Лада,Гранта,2018,"бензин, 1.6 л","87 л.с., налог",механика,передний,серебристый,49 000,левый,"1 поколение, рестайлинг",0,469000
Лада,Приора,2007,"бензин, 1.6 л","98 л.с., налог",механика,передний,серебристый,218 000,левый,1 поколение,1.6 MT Норма 21703-81-035,180000
Лада,2114 Самара,2011,"бензин, 1.6 л","81 л.с., налог",механика,передний,черный,180 000,левый,1 поколение,1.6 MT 21144-32-010,160000
Лада,21099,2002,"бензин, 1.5 л","78 л.с., налог",механика,передний,серебристый,200 000,левый,1 поколение,1.5i MT 21099-22 Люкс,81000
Лада,4x4 2131 Нива,1998,"бензин, 1.7 л","79 л.с., налог",механика,4WD,зеленый,120 000,левый,1 поколение,1.7 MT Стандарт-2131,120000
Лада,4x4 2121 Нива,2015,"бензин, 1.7 л","83 л.с., налог",механика,4WD,зеленый,78,левый,1 поколение,1.7 MT Стандарт,450000
Лада,4x4 2121 Нива,2018,"бензин, 1.7 л","83 л.с., налог",механика,4WD,белый,131 000,левый,1 поколение,1.7 MT Classic,500000
Лада,2105,1992,"бензин, 1.5 л","71 л.с., налог",механика,задний,черный,80 000,0,1 поколение,1.5 MT5 21053-20,35000
Лада,2106,1977,"бензин, 1.6 л","75 л.с., налог",механика,задний,оранжевый,88 640,левый,1 поколение,1.6 MT4 2106,395000
Лада,Приора,2011,"бензин, 1.6 л","98 л.с., налог",механика,передний,серый,195 000,левый,1 поколение,1.6 MT Норма 21723-01-011,265000
Лада,Ларгус,2020,"бензин, 1.6 л","87 л.с., налог",механика,передний,белый,49 898,левый,1 поколение,0,825000
Лада,Веста,2017,"бензин, 1.6 л","106 л.с., налог",механика,передний,коричневый,98 000,левый,1 поколение,0,699000
Лада,2104,2001,"бензин, 1.5 л","71 л.с., налог",механика,задний,зеленый,73 350,левый,1 поколение,1.5 MT4 21043,99000
Лада,2107,2005,"бензин, 1.6 л","74 л.с., налог",механика,задний,синий,129 000,0,1 поколение,1.6 MT 21074-30-011,117000
Лада,2107,2005,"бензин, 1.5 л","71 л.с., налог",механика,задний,белый,10 680,0,1 поколение,0,120000
Лада,Ларгус,2012,"бензин, 1.6 л","84 л.с., налог",механика,передний,серебристый,190 000,левый,1 поколение,1.6 MT Norma 5 мест,490000
Лада,Веста,2017,"бензин, 1.6 л","106 л.с., налог",механика,передний,бордовый,70 000,левый,1 поколение,1.6 MT Luxe + пакет Multimedia,600000
Лада,21099,2002,"бензин, 1.5 л","78 л.с., налог",механика,передний,голубой,162 500,левый,1 поколение,1.5i MT 21099-22 Люкс,82000
Лада,2106,1995,"бензин, 1.5 л","72 л.с., налог",механика,задний,красный,24 312,левый,1 поколение,1.5 MT 21065-01,65000
Лада,2112,2005,"бензин, 1.6 л","89 л.с., налог",механика,передний,серебристый,399 300,левый,1 поколение,1.6 MT Базовая 5-дв. 21124,95000
Лада,4x4 2121 Нива,2022,"бензин, 1.7 л","83 л.с., налог",механика,4WD,черный,2 300,левый,0,0,980000
Лада,2114 Самара,2013,"бензин, 1.6 л","81 л.с., налог",механика,передний,белый,199 000,левый,1 поколение,0,200000
Лада,4x4 2131 Нива,2007,"бензин, 1.7 л","80 л.с., налог",механика,4WD,0,84 000,левый,1 поколение,0,215000
Лада,4x4 2131 Нива,2012,"бензин, 1.7 л","83 л.с., налог",механика,4WD,серый,170 000,левый,1 поколение,0,219300
Лада,2106,1995,"бензин, 1.6 л","75 л.с., налог",механика,задний,синий,27 000,левый,1 поколение,0,60000
Лада,Приора,2011,"бензин, 1.6 л","98 л.с., налог",механика,передний,белый,150 000,левый,1 поколение,1.6 MT Норма 21723-01-011,200000
Лада,2106,1991,"бензин, 1.3 л","64 л.с., налог",механика,задний,бежевый,47 498,левый,1 поколение,1.3 MT 21063,90000
Лада,2106,2000,"бензин, 1.5 л","72 л.с., налог",механика,задний,зеленый,67 734,левый,1 поколение,0,105000
Лада,4x4 2121 Нива,2018,"бензин, 1.7 л","83 л.с., налог",механика,4WD,черный,50 000,левый,1 поколение,1.7 MT Black Edition,700000
Лада,2110,2002,"бензин, 1.5 л","78 л.с., налог",механика,передний,серебристый,190 000,0,1 поколение,1.5i MT 21102,70000
Лада,Приора,2012,"бензин, 1.6 л","87 л.с., налог",механика,передний,белый,26 823,левый,1 поколение,0,650000
Лада,2108,1997,"бензин, 1.5 л","70 л.с., налог",механика,передний,0,123 456,левый,"1 поколение, рестайлинг",0,42000
Лада,Приора,2009,"бензин, 1.6 л","98 л.с., налог",механика,передний,серебристый,290 000,левый,1 поколение,1.6 MT Норма 21723-81-035,310000
Лада,Нива Тревел,2021,"бензин, 1.7 л","80 л.с., налог",механика,4WD,красный,11 000,левый,1 поколение,1.7 MT Luxe / Off-road,1200000
Лада,4x4 2121 Нива,1999,"бензин, 1.7 л","79 л.с., налог",механика,4WD,зеленый,190 000,левый,1 поколение,0,120000
Лада,Х-рей,2017,"бензин, 1.8 л","122 л.с., налог",робот,передний,коричневый,103 000,левый,1 поколение,1.8 AМТ Luxe + пакет Prestige,850000
Лада,2110,1998,"бензин, 1.5 л","70 л.с., налог",механика,передний,зеленый,150 000,0,1 поколение,1.5 MT 2110,47000
Лада,Приора,2008,"бензин, 1.6 л","98 л.с., налог",механика,передний,черный,145 000,левый,1 поколение,0,150000
Лада,Гранта,2013,"бензин, 1.6 л","82 л.с., налог",механика,передний,черный,217 659,левый,1 поколение,1.6 MT Стандарт,195000
Лада,2109,2004,"бензин, 1.5 л","78 л.с., налог",механика,передний,серый,200 000,левый,"1 поколение, рестайлинг",0,60000
Лада,21099,2002,"бензин, 1.5 л","78 л.с., налог",механика,передний,зеленый,58 000,левый,1 поколение,1.5i MT 21099-22 Люкс,100000
Лада,2107,2012,"бензин, 1.6 л","72 л.с., налог",механика,задний,серебристый,50 000,0,1 поколение,0,175000
Лада,2109,2001,"бензин, 1.5 л","70 л.с., налог",механика,передний,серебристый,320 000,левый,"1 поколение, рестайлинг",1.5 MT Стандарт,52000
Лада,Калина Спорт,2012,"бензин, 1.6 л","98 л.с., налог",механика,передний,серебристый,180 000,0,1 поколение,0,260000
Лада,4x4 2121 Нива,2011,"бензин, 1.7 л","80 л.с., налог",механика,4WD,синий,115 000,левый,1 поколение,1.7 MT Стандарт,259000
Лада,Веста,2020,"бензин, 1.6 л","113 л.с., налог",вариатор,передний,0,35 000,левый,1 поколение,1.6 CVT Comfort,1200000
Лада,2104,1989,"бензин, 1.3 л","64 л.с., налог",механика,задний,синий,87 000,левый,1 поколение,1.3 MT 2104,52000
Лада,2104,2012,"бензин, 1.6 л","74 л.с., налог",механика,задний,красный,27 000,левый,1 поколение,1.6 MT 21041,225000
Лада,2106,1995,"бензин, 1.5 л","72 л.с., налог",механика,задний,0,180 000,левый,1 поколение,0,38000
Лада,2107,2008,"бензин, 1.6 л","72 л.с., налог",механика,задний,зеленый,100 000,0,1 поколение,1.6 MT 21074-30-011,70000
Лада,Гранта,2021,"бензин, 1.6 л","106 л.с., налог",механика,передний,серый,24 000,левый,"1 поколение, рестайлинг",1.6 MT Luxe + пакет Prestige,750000
Лада,Ларгус,2018,"бензин, 1.6 л","87 л.с., налог",механика,передний,белый,123 000,левый,1 поколение,0,730000
Лада,2115 Самара,2010,"бензин, 1.6 л","80 л.с., налог",механика,передний,серебристый,164 648,левый,1 поколение,1.6 MT 21154-20-010,160000
Лада,2105,2008,"бензин, 1.6 л","72 л.с., налог",механика,задний,белый,79 050,0,1 поколение,1.6 MT 21054-30,165000
Лада,21099,2002,"бензин, 1.5 л","78 л.с., налог",механика,передний,серебристый,118 000,левый,1 поколение,1.5i MT 21099-22 Люкс,110000
Лада,Веста Кросс,2018,"бензин, 1.8 л","122 л.с., налог",робот,передний,бежевый,100 000,левый,1 поколение,1.8 AMT Luxe + пакет Multimedia,930000
Лада,2107,2005,"бензин, 1.5 л","71 л.с., налог",механика,задний,зеленый,78,0,1 поколение,0,49000
Лада,Приора,2011,"бензин, 1.6 л","98 л.с., налог",механика,передний,зеленый,124 000,левый,1 поколение,0,260000
Лада,2110,2000,"бензин, 1.5 л","78 л.с., налог",механика,передний,фиолетовый,240 000,0,1 поколение,1.5i MT 21102,91000
Лада,4x4 2131 Нива,2011,"бензин, 1.7 л","80 л.с., налог",механика,4WD,серебристый,59 000,левый,1 поколение,0,395000
Лада,2109,2001,"бензин, 1.5 л","71 л.с., налог",механика,передний,белый,150 000,левый,"1 поколение, рестайлинг",1.5 MT Люкс,59000
Лада,2114 Самара,2004,"бензин, 1.5 л","77 л.с., налог",механика,передний,белый,150 000,левый,1 поколение,1.5 MT Базовая,84000
Лада,Гранта,2012,"бензин, 1.6 л","87 л.с., налог",механика,передний,серебристый,107 300,левый,1 поколение,0,260000
Лада,Гранта,2019,"бензин, 1.6 л","87 л.с., налог",механика,передний,коричневый,34 000,левый,"1 поколение, рестайлинг",1.6 MT Comfort,669000
Лада,2114 Самара,2011,"бензин, 1.6 л","81 л.с., налог",механика,передний,серый,169 271,левый,1 поколение,1.6 MT 21144-30-010,245000
Лада,2113 Самара,2007,"бензин, 1.5 л","77 л.с., налог",механика,передний,серебристый,220 000,левый,1 поколение,1.5 MT Базовая,113000
Лада,2107,2005,"бензин, 1.6 л","74 л.с., налог",механика,задний,зеленый,112 000,0,1 поколение,0,50000
Лада,2114 Самара,2010,"бензин, 1.6 л","81 л.с., налог",механика,передний,серебристый,149 000,левый,1 поколение,0,200000
Лада,Гранта,2013,"бензин, 1.6 л","98 л.с., налог",АКПП,передний,серебристый,250 000,левый,1 поколение,1.6 AT Норма 011,420000
Лада,Калина,2007,"бензин, 1.6 л","81 л.с., налог",механика,передний,фиолетовый,184 000,0,1 поколение,1.6 MT 11183-31-040 Норма,180000
Лада,21099,1997,"бензин, 1.5 л","70 л.с., налог",механика,передний,синий,253 501,левый,1 поколение,0,57570
Лада,21099,2000,"бензин, 1.5 л","72 л.с., налог",механика,передний,зеленый,120 000,левый,1 поколение,1.5 MT 21099-02 Люкс,69000
Лада,2113 Самара,2007,"бензин, 1.6 л","80 л.с., налог",механика,передний,синий,181 000,левый,1 поколение,1.6 MT 21134-22-010,105000
Лада,2107,1999,"бензин, 1.5 л","71 л.с., налог",механика,задний,белый,37 000,0,1 поколение,0,75000
Лада,2105,1997,"бензин, 1.5 л","71 л.с., налог",механика,задний,зеленый,68 282,0,1 поколение,0,17000
Лада,2115 Самара,2002,бензин,0,0,0,0,147 000,левый,1 поколение,0,83000
Лада,Нива Тревел,2021,"бензин, 1.7 л","80 л.с., налог",механика,4WD,серый,15 000,левый,1 поколение,1.7 MT Luxe,1150000
Лада,2111,2004,"бензин, 1.5 л","78 л.с., налог",механика,передний,красный,70 000,левый,1 поколение,1.5i MT Стандарт,163000
Лада,2107,2004,"бензин, 1.6 л","72 л.с., налог",механика,задний,белый,52 914,0,1 поколение,0,78000
Лада,2108,1987,"бензин, 1.3 л","64 л.с., налог",механика,передний,бежевый,74 281,левый,1 поколение,1.3 MT 21086,180000
Лада,2112,2006,"бензин, 1.6 л","89 л.с., налог",механика,передний,серебристый,41 347,левый,1 поколение,1.6 MT Базовая 5-дв. 21124,135000
Лада,2115 Самара,2010,"бензин, 1.6 л","81 л.с., налог",механика,передний,белый,115 000,левый,1 поколение,0,220000
Лада,2105,1996,"бензин, 1.5 л","71 л.с., налог",механика,задний,0,70 000,0,1 поколение,0,35000
Лада,Приора,2008,"бензин, 1.6 л","98 л.с., налог",механика,передний,черный,60 000,левый,1 поколение,1.6 MT Норма 21723-01-011,230000
Лада,Веста,2020,"бензин, 1.6 л","113 л.с., налог",вариатор,передний,белый,31 000,левый,1 поколение,0,1095000
Лада,Приора,2011,"бензин, 1.6 л","98 л.с., налог",механика,передний,зеленый,102 000,левый,1 поколение,1.6 MT Люкс 21723-73-039,265000
Лада,2104,2002,"бензин, 1.5 л","71 л.с., налог",механика,задний,бордовый,42 000,левый,1 поколение,1.5 MT 21041 VF,64000
Лада,4x4 2131 Нива,2012,"бензин, 1.7 л","83 л.с., налог",механика,4WD,бежевый,80 000,левый,1 поколение,0,167000
Лада,2109,1995,"бензин, 1.5 л","78 л.с., налог",механика,передний,коричневый,120 000,левый,"1 поколение, рестайлинг",0,55000
Лада,2114 Самара,2004,"бензин, 1.5 л","77 л.с., налог",механика,передний,серебристый,148 520,левый,1 поколение,1.5 MT Базовая,115000
Лада,2109,1995,"бензин, 1.5 л","70 л.с., налог",механика,передний,черный,69 855,левый,"1 поколение, рестайлинг",1.5 MT Люкс,58000
Лада,21099,2002,"бензин, 1.5 л","78 л.с., налог",механика,передний,зеленый,108 000,левый,1 поколение,0,85000
Лада,2105,2003,"бензин, 1.5 л","71 л.с., налог",механика,задний,белый,90 000,0,1 поколение,0,65000
Лада,Калина,2007,"бензин, 1.6 л","81 л.с., налог",механика,передний,синий,184 000,0,1 поколение,1.6 MT 11183-30-046 Норма,165000
Лада,2114 Самара,2007,"бензин, 1.6 л","81 л.с., налог",механика,передний,черный,150 000,левый,1 поколение,0,95000
Лада,2115 Самара,2005,"бензин, 1.5 л","70 л.с., налог",механика,передний,зеленый,150 000,левый,1 поколение,1.5 MT Базовая,45000
Лада,2104,2004,"бензин, 1.5 л","71 л.с., налог",механика,задний,красный,82 000,левый,1 поколение,1.5 MT4 21043,46000
Лада,2114 Самара,2004,"бензин, 1.5 л","77 л.с., налог",механика,передний,серый,150 085,левый,1 поколение,1.5 MT Базовая,49000
Лада,2107,2002,"бензин, 1.6 л","74 л.с., налог",механика,задний,бордовый,10 678,0,1 поколение,0,55000
Лада,2114 Самара,2011,"бензин, 1.6 л","81 л.с., налог",механика,передний,черный,224 000,левый,1 поколение,0,115000
Лада,2104,2001,"бензин, 1.5 л","71 л.с., налог",механика,задний,белый,200 000,левый,1 поколение,0,43000
Лада,Гранта,2015,"бензин, 1.6 л","87 л.с., налог",механика,передний,синий,193 000,левый,1 поколение,1.6 MT Стандарт,395000
Лада,2114 Самара,2007,"бензин, 1.6 л","81 л.с., налог",механика,передний,серебристый,220 000,левый,1 поколение,0,103000
Лада,2112,2004,"бензин, 1.5 л","93 л.с., налог",механика,передний,серебристый,165 000,левый,1 поколение,1.5 MT Базовая 5-дв.,109000
Лада,2114 Самара,2011,"бензин, 1.6 л","81 л.с., налог",механика,передний,черный,83 390,левый,1 поколение,1.6 MT 21144-30-010,180000
Лада,Веста,2017,"бензин, 1.6 л","106 л.с., налог",робот,передний,серый,135 000,левый,1 поколение,1.6 AMT Comfort,530000
Лада,2110,2003,"бензин, 1.5 л","78 л.с., налог",механика,передний,серебристый,180 000,0,1 поколение,1.5i MT 21102,95000
Лада,2109,1997,"бензин, 1.5 л","68 л.с., налог",механика,передний,фиолетовый,40 000,левый,"1 поколение, рестайлинг",0,89000
Лада,Гранта,2013,"бензин, 1.6 л","87 л.с., налог",механика,передний,серый,154 000,левый,1 поколение,0,235000
Лада,Веста,2020,"бензин, 1.6 л","106 л.с., налог",механика,передний,серый,20 000,левый,1 поколение,0,949000
Лада,4x4 2121 Нива,2013,"бензин, 1.7 л","83 л.с., налог",механика,4WD,белый,138 000,левый,1 поколение,1.7 MT Стандарт + ABS+BAS,374000
Лада,Ларгус,2019,"бензин, 1.6 л","87 л.с., налог",механика,передний,белый,103 000,левый,1 поколение,0,675000
Лада,Приора,2012,"бензин, 1.6 л","98 л.с., налог",механика,передний,серебристый,87 000,левый,1 поколение,0,293000
Лада,Ларгус,2016,"бензин, 1.6 л","87 л.с., налог",механика,передний,белый,275 000,левый,1 поколение,0,465000
Лада,2104,2002,"бензин, 1.5 л","71 л.с., налог",механика,задний,синий,90 600,левый,1 поколение,0,70000
Лада,4x4 2121 Нива,2000,"бензин, 1.7 л","79 л.с., налог",механика,4WD,синий,280 000,левый,1 поколение,0,200000
Лада,2110,2006,"бензин, 1.6 л","89 л.с., налог",механика,передний,черный,200 000,0,1 поколение,1.6i MT 21104,110000
Лада,2109,2003,"бензин, 1.5 л","78 л.с., налог",механика,передний,зеленый,168 967,левый,"1 поколение, рестайлинг",0,50000
Лада,2105,2010,"бензин, 1.6 л","72 л.с., налог",механика,задний,серый,96 666,0,1 поколение,1.6 MT 21054-30,88000
Лада,2112,2008,"бензин, 1.6 л","89 л.с., налог",механика,передний,серебристый,260 000,левый,1 поколение,1.6 MT Базовая 5-дв. 21124,120000
Лада,1111 Ока,1994,"бензин, 0.6 л","30 л.с., налог",механика,передний,зеленый,77 134,левый,1 поколение,0.6 MT 1111,55000
Лада,Приора,2008,"бензин, 1.6 л","98 л.с., налог",механика,передний,0,280 579,левый,1 поколение,0,190000
Лада,Х-рей Кросс,2022,"бензин, 1.6 л","113 л.с., налог",вариатор,передний,коричневый,7 000,левый,1 поколение,1.6 CVT Luxe + пакет Prestige,1510000
Лада,Веста Кросс,2018,"бензин, 1.8 л","122 л.с., налог",робот,передний,серебристый,127 000,левый,1 поколение,1.8 AMT Luxe,780000
Лада,2108,1993,"бензин, 1.5 л","72 л.с., налог",механика,передний,голубой,272 547,левый,1 поколение,0,70000
Лада,2114 Самара,2011,"бензин, 1.6 л","81 л.с., налог",механика,передний,черный,131 570,левый,1 поколение,1.6 MT 21144-30-010,190000
Лада,2107,2012,"бензин, 1.6 л","74 л.с., налог",механика,задний,красный,130 000,0,1 поколение,0,260000
Лада,2109,2000,"бензин, 1.5 л","68 л.с., налог",механика,передний,синий,220 000,левый,"1 поколение, рестайлинг",1.5 MT Люкс,67000
Лада,2114 Самара,2010,"бензин, 1.6 л","81 л.с., налог",механика,передний,белый,158 000,левый,1 поколение,1.6 MT 21144-22-010,160000
Лада,2114 Самара,2010,"бензин, 1.6 л","81 л.с., налог",механика,передний,0,213 000,левый,1 поколение,1.6 MT 21144-20-010,110000
Лада,2113 Самара,2005,"бензин, 1.5 л","77 л.с., налог",механика,передний,синий,15 700,левый,1 поколение,1.5 MT Базовая,155000
Лада,4x4 Урбан,2017,"бензин, 1.7 л","83 л.с., налог",механика,4WD,серый,60 000,левый,1 поколение,1.7 MT Люкс 3 дв.,580000
Лада,Гранта,2012,"бензин, 1.6 л","87 л.с., налог",механика,передний,синий,174 000,левый,1 поколение,1.6 MT Норма 014,280000
Лада,Гранта,2020,"бензин, 1.6 л","87 л.с., налог",механика,передний,коричневый,1 547,левый,"1 поколение, рестайлинг",1.6 MT Classic + пакет Optima,900000
Лада,Веста Кросс,2020,"бензин, 1.6 л","106 л.с., налог",механика,передний,серый,30 000,левый,1 поколение,1.6 MT Comfort + пакет Winter,1020000
Лада,2106,1996,"бензин, 1.6 л","75 л.с., налог",механика,задний,белый,205 000,левый,1 поколение,0,45000
Лада,2114 Самара,2011,"бензин, 1.6 л","81 л.с., налог",механика,передний,зеленый,156 000,левый,1 поколение,1.6 MT 21144-30-010,250000
Лада,Приора,2012,"бензин, 1.6 л","98 л.с., налог",механика,передний,серебристый,167 501,левый,1 поколение,1.6 MT Норма 21703-71-049,340000
Лада,2115 Самара,2008,"бензин, 1.6 л","81 л.с., налог",механика,передний,черный,249 800,левый,1 поколение,0,138000
Лада,Х-рей,2021,"бензин, 1.6 л","106 л.с., налог",механика,передний,серый,17 203,левый,1 поколение,0,947000
Лада,Приора,2010,"бензин, 1.6 л","98 л.с., налог",механика,передний,черный,241 000,левый,1 поколение,1.6 MT Люкс 21723-01-020,245000
Лада,2114 Самара,2011,"бензин, 1.6 л","81 л.с., налог",механика,передний,черный,139 000,левый,1 поколение,1.6 MT 21144-32-010,280000
Лада,Гранта,2016,"бензин, 1.6 л","87 л.с., налог",механика,передний,коричневый,96 000,левый,1 поколение,1.6 MT Стандарт,390000
Лада,2107,2007,"бензин, 1.6 л","74 л.с., налог",механика,задний,зеленый,160 000,0,1 поколение,0,45000
Лада,2114 Самара,2006,"бензин, 1.5 л","77 л.с., налог",механика,передний,зеленый,224 235,левый,1 поколение,1.5 MT Базовая,80000
Лада,Гранта,2020,"бензин, 1.6 л","106 л.с., налог",механика,передний,коричневый,18 000,левый,"1 поколение, рестайлинг",0,810000
Лада,Веста,2019,"бензин, 1.6 л","106 л.с., налог",механика,передний,белый,52 000,левый,1 поколение,1.6 MT Classic,880000
Лада,2114 Самара,2011,"бензин, 1.6 л","81 л.с., налог",механика,передний,черный,133 000,левый,1 поколение,0,250000
Лада,2114 Самара,2010,"бензин, 1.6 л","89 л.с., налог",механика,передний,черный,200 000,левый,1 поколение,1.6 MT 211440-24,169000
Лада,2106,1996,"бензин, 1.6 л","75 л.с., налог",механика,задний,синий,80 000,левый,1 поколение,0,40000
Лада,Гранта,2021,"бензин, 1.6 л","90 л.с., налог",механика,передний,белый,27 000,левый,"1 поколение, рестайлинг",1.6 MT Comfort,699000
Лада,Веста Кросс,2020,"бензин, 1.6 л","113 л.с., налог",вариатор,передний,белый,29 500,левый,1 поколение,1.6 CVT Luxe + пакет Multimedia,1415000
Лада,2109,1992,"бензин, 1.3 л","64 л.с., налог",механика,передний,красный,67 000,левый,1 поколение,1.3 MT,60000
Лада,Гранта,2012,"бензин, 1.6 л","87 л.с., налог",механика,передний,зеленый,106 000,левый,1 поколение,1.6 MT Норма 010,315000
Лада,Приора,2008,"бензин, 1.6 л","98 л.с., налог",механика,передний,зеленый,76 000,левый,1 поколение,0,240000
Лада,2107,2007,"бензин, 1.6 л","74 л.с., налог",механика,задний,0,100 000,0,1 поколение,0,150000
Лада,2107,2001,"бензин, 1.6 л","74 л.с., налог",механика,задний,бордовый,77 457,0,1 поколение,1.6 MT 21074-30-011,45000
Лада,Приора,2009,"бензин, 1.6 л","98 л.с., налог",механика,передний,зеленый,230 000,левый,1 поколение,1.6 MT Норма 21703-01-010,238000
Лада,2113 Самара,2008,"бензин, 1.6 л","80 л.с., налог",механика,передний,серебристый,110 000,левый,1 поколение,1.6 MT 21134-22-010,170000
Лада,Приора,2012,"бензин, 1.6 л","98 л.с., налог",механика,передний,черный,220 000,левый,1 поколение,0,315000
Лада,2112,2008,"бензин, 1.6 л","89 л.с., налог",механика,передний,черный,20 000,левый,1 поколение,1.6 MT Базовая 3-дв. 21123,235000
Лада,2114 Самара,2010,"бензин, 1.6 л","81 л.с., налог",механика,передний,черный,164 044,левый,1 поколение,1.6 MT 21144-22-010,160000
Лада,Веста,2018,"бензин, 1.6 л","106 л.с., налог",механика,передний,белый,41 000,левый,1 поколение,0,819000
Лада,2104,2011,"бензин, 1.6 л","74 л.с., налог",механика,задний,зеленый,80 000,левый,1 поколение,1.6 MT 21041,175000
Лада,Веста,2018,"бензин, 1.6 л","106 л.с., налог",механика,передний,голубой,18 000,левый,1 поколение,0,800000
Лада,2114 Самара,2012,"бензин, 1.6 л","89 л.с., налог",механика,передний,серебристый,180 000,левый,1 поколение,1.6 MT 211440-24,225000
Лада,2106,2001,"бензин, 1.6 л","75 л.с., налог",механика,задний,зеленый,36,левый,1 поколение,0,60000
Лада,2114 Самара,2006,"бензин, 1.5 л","77 л.с., налог",механика,передний,бежевый,199 000,левый,1 поколение,1.5 MT Базовая,66000
Лада,2115 Самара,2010,"бензин, 1.6 л","81 л.с., налог",механика,передний,серый,195 323,левый,1 поколение,1.6 MT 21154-20-010,250000
Лада,Приора,2009,"бензин, 1.6 л","98 л.с., налог",механика,передний,серебристый,120 000,левый,1 поколение,0,559000
Лада,4x4 2121 Нива,1997,"бензин, 1.7 л","79 л.с., налог",механика,4WD,бордовый,53 000,левый,1 поколение,1.7 MT,215000
Лада,Гранта,2021,"бензин, 1.6 л","90 л.с., налог",механика,передний,серый,12 000,левый,"1 поколение, рестайлинг",1.6 MT Comfort,749000
Лада,Ларгус Кросс,2016,"бензин, 1.6 л","105 л.с., налог",механика,передний,белый,97 000,левый,1 поколение,1.6 MT Luxe 5 мест,738000
Лада,Ларгус,2020,"бензин, 1.6 л","106 л.с., налог",механика,передний,белый,37 000,левый,1 поколение,1.6 MT Luxe 5 мест,945000
Лада,2112,2006,"бензин, 1.6 л","89 л.с., налог",механика,передний,черный,249 341,левый,1 поколение,1.6 MT Базовая 5-дв. 21124,165000
Лада,2105,2010,"бензин, 1.6 л","72 л.с., налог",механика,задний,серебристый,90 000,0,1 поколение,1.6 MT 21054-30,135000
Лада,4x4 2121 Нива,2002,"бензин, 1.6 л","80 л.с., налог",механика,4WD,синий,125 455,левый,1 поколение,1.6 MT Base,170000
Лада,2105,1998,"бензин, 1.5 л","71 л.с., налог",механика,задний,белый,68 000,0,1 поколение,0,30000
Лада,2107,2002,"бензин, 1.6 л","74 л.с., налог",механика,задний,зеленый,140 000,0,1 поколение,0,69000
